ChosenID,Basin,WellName,County,LeaseName,bundle,Parent_Child_Cluster_Labels,LeaseNumber,Field,RES_CAT,Landing_Zone,PerfLateralLength,FirstProdDate,Comp_Dt,HoleDirection,SurfaceLatitude,SurfaceLongitude,BH_Lat,BH_Long,mid_lat,mid_long,First_Prod_Year,First_Prod_Month
4238938956,DB,IGUANA UNIT 6A63 63H,REEVES,IGUANA UNIT 6A63,308,2,08-054451-O,SANDBAR,01PDP,2ND BS,8282,6/1/2020,6/18/2020,H,31.26723748,-103.1760979,31.24454657,-103.1768842,31.25589202,-103.1764911,2020,6
4238939390,DB,EDDIE GUNNER STATE 44 1H,REEVES,EDDIE GUNNER STATE 44,309,2,08-056246-O,PHANTOM,01PDP,WCA,10078,7/1/2021,7/31/2021,H,31.2695591,-103.7360055,31.29718262,-103.7360065,31.28337086,-103.736006,2021,7
4238939325,DB,YOUNG 270-271 EAST UNIT 12H,REEVES,YOUNG 270-271 EAST UNIT,310,2,08-056303-O,WOLFBONE,01PDP,WCA,10363,6/1/2021,6/22/2021,H,31.2723799,-103.4748338,31.24475828,-103.4825868,31.25856909,-103.4787103,2021,6
4238939389,DB,GUNSMOKE 189 XL 3H,REEVES,GUNSMOKE 189 XL,311,2,08-056323-O,WOLFBONE,01PDP,WCA,13500,8/1/2021,8/21/2021,H,31.19932277,-103.5706528,31.23539356,-103.5609963,31.21735816,-103.5658246,2021,8
4238939425,DB,REEDBUCK STATE UNIT 25A62 62H,REEVES,REEDBUCK STATE UNIT 25A62,312,2,08-056548-O,SANDBAR,01PDP,2ND BS,10437,10/1/2021,10/30/2021,H,31.20015579,-103.26184,31.17154864,-103.2618402,31.18585222,-103.2618401,2021,10
4238934629,DB,APOLLO 2 18H,REEVES,APOLLO 2,313,0,08-042919-O,WOLFBONE,01PDP,WCA,4952,4/1/2015,4/19/2015,H,31.30156732,-103.3918226,31.28799465,-103.3920991,31.29478098,-103.3919608,2015,4
4238934683,DB,GORILLA 20 11H,REEVES,GORILLA 20,42,2,08-042874-O,WOLFBONE,01PDP,WCA,4927,4/1/2015,4/17/2015,H,31.25803858,-103.3542107,31.24453439,-103.3541611,31.25128649,-103.3541859,2015,4
4238934741,DB,BRIGHAM 3-10 1H,REEVES,BRIGHAM 3-10,314,2,08-047136-O,HOEFS T-K,01PDP,WCA,9989,7/1/2015,12/10/2015,H,31.18555441,-103.204598,31.1581752,-103.2043795,31.1718648,-103.2044887,2015,7
4238934776,DB,ANNA KATHERINE `23` 16H,REEVES,ANNA KATHERINE `23`,315,2,08-042894-O,WOLFBONE,01PDP,WCA,4952,7/1/2015,8/2/2015,H,31.31594064,-103.3350441,31.30281475,-103.3390972,31.30937769,-103.3370707,2015,7
4238934795,DB,BUSCH UNIT C6-4 1H,REEVES,BUSCH UNIT C6-4,316,2,08-046996-O,PHANTOM,01PDP,WCA,6494,10/1/2015,10/24/2015,H,31.32025747,-103.2619671,31.30289739,-103.2665735,31.31157743,-103.2642703,2015,10
4238934807,DB,IRON MIKE 40 SOUTHEAST 2H,REEVES,IRON MIKE 40 SOUTHEAST,317,2,08-047353-O,WOLFBONE,01PDP,WCB,7719,10/1/2015,10/28/2015,H,31.08517898,-103.3302741,31.08484918,-103.3055684,31.08501408,-103.3179212,2015,10
4238932286,DB,WAHLENMAIER STATE 5H,REEVES,WAHLENMAIER STATE,318,2,08-212485-G,WORSHAM-BAYER,01PDP,DEVONIAN,4545,10/1/2004,11/18/2004,H,31.33816303,-103.2071845,31.3323301,-103.2179842,31.33524657,-103.2125844,2004,10
