ChosenID,Basin,WellName,County,LeaseName,LeaseNumber,Field,RES_CAT,Landing_Zone,PerfLateralLength,FirstProdDate,HoleDirection,SurfaceLatitude,SurfaceLongitude,cluster
4238938943,DB,RUSSELL LONG C U 41H,REEVES,RUSSELL LONG C,08-054248-O,PHANTOM,01PDP,WCA,10733.0,2020-04-01,H,31.175813855,-103.516069478,879
4238938964,DB,GRAHAM 3H,REEVES,GRAHAM,,WOLFBONE,05PA,,5067.0,2200-01-01,H,31.176197364,-103.605482563,880
4238939066,DB,SANDSTORM UNIT 4201H,REEVES,SANDSTORM UNIT,08-053231-O,HOEFS T-K,01PDP,WCA,12863.0,2020-09-01,H,31.096720055,-103.455772036,881
4238939199,DB,BEXAR 46-3 EAST UNIT 1 9H,REEVES,BEXAR 46-3 EAST UNIT 1,08-057353-O,WOLFBONE,01PDP,3RD BS,10165.0,2021-07-01,H,31.172295023,-103.411608575,103
4238932290,DB,TEXACO 17 1H,REEVES,TEXACO 17,08-219604-G,WOLFBONE,01PDP,WCA,4670.0,2004-08-01,H,31.143343572,-103.347742546,882
4238937656,DB,KREPS 257 UNIT 1N 14H,REEVES,KREPS 257 UNIT 1N,08-052120-O,WOLFBONE,01PDP,WCA,5188.0,2019-03-01,H,31.278893129,-103.510115133,883
4238937688,DB,NAVAJO 601H,REEVES,NAVAJO,08-287285-G,SANDBAR,02PA,2ND BS,4880.0,2019-01-01,H,31.232389933,-103.724436598,884
4238937739,DB,CALAMITY JANE WEST 2841H,REEVES,CALAMITY JANE WEST,08-039285-O,PHANTOM,01PDP,WCB,7040.0,2019-07-01,H,31.357392751,-103.346693036,885
4238937761,DB,MEATLOAF 58 10H,REEVES,MEATLOAF 58,,HOEFS T-K,05PA,WCA,4768.0,2200-01-01,H,30.986873469,-103.457776235,886
4238937798,DB,RED ROCK N T 34H,REEVES,RED ROCK N,08-052295-O,PHANTOM,01PDP,3RD BS,11375.0,2019-04-01,H,31.399344405,-103.401091652,887
4238937821,DB,HOLLYWOOD UNIT 1474H,REEVES,HOLLYWOOD UNIT,,HOEFS T-K,05PA,WCA,11050.0,2200-01-01,H,31.380788412,-103.487642857,888
4238937863,DB,EDDIE GUNNER STATE 44 1H,REEVES,EDDIE GUNNER STATE 44,,PHANTOM,05PA,,10250.0,2200-01-01,H,31.269559099,-103.735993586,469
4238937874,DB,ANGELINA UNIT 302-303E 9H,REEVES,ANGELINA UNIT 302-303E,08-052439-O,WOLFBONE,01PDP,WCB,10066.0,2019-04-01,H,31.027698557,-103.517454597,889
4238937883,DB,IRON EAGLE UNIT B U 05H,REEVES,IRON EAGLE UNIT B,08-052247-O,PHANTOM,01PDP,WCA,9563.0,2019-10-01,H,31.307144415,-103.632277818,890
4238937893,DB,GUNNER EDDIE STATE 44 2H,REEVES,GUNNER EDDIE STATE 44,,PHANTOM,05PA,WCA,10269.0,2200-01-01,H,31.269559599,-103.735909683,891
4238938039,DB,DELIGHTFUL DASHER 11-4 4H,REEVES,DELIGHTFUL DASHER 11-4,,PHANTOM,OLD DUC,3RD BS,7200.0,2200-01-01,H,31.321555324,-103.594402243,892
4238938096,DB,J A HORD 8-9 UNIT 5H,REEVES,J A HORD 8-9 UNIT,,PHANTOM,05PA,,10430.0,2200-01-01,H,31.358524972,-103.287591328,893
4238938134,DB,LITTLE BIG CHIEF UNIT 4901H,REEVES,LITTLE BIG CHIEF UNIT,08-047167-O,HOEFS T-K,01PDP,WCB,11974.0,2019-12-01,H,31.052343714,-103.467542539,894
4238938164,DB,MCGARY 16 5H,REEVES,MCGARY 16,,PHANTOM,05PA,,4932.0,2200-01-01,H,31.290835769,-103.64390242,362
4238936093,DB,REV GF STATE T7-50-43 2H,REEVES,REV GF STATE T7-50-43,08-049677-O,PHANTOM,01PDP,WCA,10243.0,2018-07-01,H,31.186622851,-103.368848793,895
4238937859,DB,STATE SARAH LINK 3-2-7W 82H,REEVES,STATE SARAH LINK 3-2-7W,08-052128-O,WOLFBONE,01PDP,3RD BS,10299.0,2019-04-01,H,31.295263579,-103.289237473,896
4238937937,DB,JOHN J BUSH 218-219 UNIT B 13AL,REEVES,JOHN J BUSH 218-219 UNIT B,08-053323-O,HOEFS T-K,01PDP,WCA,11077.0,2019-08-01,H,31.111040052,-103.561859138,897
4238938046,DB,OMAHA 11-6 6H,REEVES,OMAHA 11-6,,PHANTOM,OLD DUC,WCA,7372.0,2200-01-01,H,31.321570498,-103.597401752,898
4238938060,DB,HERD 20 3H,REEVES,HERD 20,08-290591-G,PHANTOM,01PDP,WCC,10267.0,2019-07-01,H,31.30555841,-103.659807594,899
4238938063,DB,HOUSER STATE 36-37-2S 12H,REEVES,HOUSER STATE 36-37-2S,08-052987-O,WOLFBONE,01PDP,WCA,11046.0,2019-06-01,H,31.230500281,-103.381938708,900
4238936207,DB,PECAN STATE UNIT 4501AH,REEVES,PECAN STATE UNIT,,PHANTOM,05PA,,6542.0,2200-01-01,H,31.321570358,-103.067479606,901
4238936208,DB,PECAN STATE UNIT 4301AH,REEVES,PECAN STATE UNIT,08-047292-O,PHANTOM,01PDP,WCA,6506.0,2018-01-01,H,31.321647755,-103.067476906,902
4238936281,DB,MOSES MIPA UNIT 1H,REEVES,MOSES MIPA UNIT,08-286519-G,PHANTOM,01PDP,WCA,9299.0,2018-07-01,H,31.427377446,-103.505551896,903
4238936294,DB,REV GF STATE T7-50-44 6H,REEVES,REV GF STATE T7-50-44,,PHANTOM,05PA,,10991.0,2200-01-01,H,31.201536335,-103.342892648,450
4238936313,DB,PREWIT U 49H,REEVES,PREWIT,08-050253-O,PHANTOM,01PDP,WCA,4742.0,2018-08-01,H,31.385388882,-103.493447244,904
4238936390,DB,GHOST STATE 45-46 UNIT A 61H,REEVES,GHOST STATE 45-46 UNIT A,08-050995-O,HOEFS T-K,01PDP,WCC,11379.0,2018-07-01,H,31.26973757,-103.683482853,905
4238938154,DB,RISING SUN UNIT 3673H,REEVES,RISING SUN UNIT,08-051543-O,HOEFS T-K,01PDP,WCA,10424.0,2020-05-01,H,31.105339193,-103.382002103,906
4238938276,DB,BELLE STARR 29-42 A-1 7H,REEVES,BELLE STARR 29-42 A-1,08-055033-O,PHANTOM,01PDP,WCA,8431.0,2021-01-01,H,31.351127968,-103.495479097,907
4238938278,DB,REV GF STATE T7 50 455H,REEVES,REV GF STATE T7 50,08-050122-O,PHANTOM,01PDP,WCA,11214.0,2022-02-01,H,31.184256105,-103.327914383,369
4238938286,DB,LUCY PREWIT U 49H,REEVES,LUCY PREWIT,08-053306-O,PHANTOM,01PDP,WCA,7544.0,2019-10-01,H,31.243191617,-103.567011131,908
4238938297,DB,PERKINS 2-2S 81H,REEVES,PERKINS 2-2S,08-290752-G,PHANTOM,01PDP,3RD BS,10312.0,2019-10-01,H,31.429456863,-103.434002373,909
4238938299,DB,PERKINS 2-4S 12H,REEVES,PERKINS 2-4S,08-290775-G,PHANTOM,01PDP,WCA,10436.0,2019-10-01,H,31.429059687,-103.429660533,910
4238938325,DB,STATE T-REX 2610A-7 41H,REEVES,STATE T-REX 2610A-7,08-044704-O,PHANTOM,02PDNP,2ND BS,7675.0,2020-02-01,H,31.344563027,-103.093984969,371
4238938365,DB,BLAZER UNIT 14 4WB,REEVES,BLAZER UNIT 14,08-050590-O,PHANTOM,01PDP,WCB,11538.0,2020-01-01,H,31.37000952,-103.188444699,911
4238938380,DB,DOC WATSON U 06H,REEVES,DOC WATSON,08-053659-O,PHANTOM,01PDP,WCA,7438.0,2019-12-01,H,31.222191635,-103.60324997,912
4238938406,DB,KOMODO DRAGON 30-29 4HL,REEVES,KOMODO DRAGON 30-29,08-053139-O,HOEFS T-K,01PDP,WCA,7761.0,2019-10-01,H,31.125745684,-103.45388714,913
4238938559,DB,BALMORHEA STATE 32-15 B 6H,REEVES,BALMORHEA STATE 32-15 B,08-054503-O,PHANTOM,01PDP,WCA,6899.0,2020-01-01,H,31.378166053,-103.521491223,914
4238938565,DB,TIGER UNIT 21B61 61H,REEVES,TIGER UNIT 21B61,,SANDBAR,05PA,,10814.0,2200-01-01,H,31.216580245,-103.217080579,915
4238938566,DB,TIGER UNIT 21B62 62H,REEVES,TIGER UNIT 21B62,,SANDBAR,05PA,,10807.0,2200-01-01,H,31.216580246,-103.216984675,916
4238938619,DB,IRON EAGLE UNIT B C 06H,REEVES,IRON EAGLE UNIT B,08-052247-O,PHANTOM,01PDP,WCB,10256.0,2020-01-01,H,31.305202763,-103.631649982,917
4238938777,DB,REV GF STATE T7 50 446H,REEVES,REV GF STATE T7 50,08-050122-O,PHANTOM,01PDP,WCA,11052.0,2022-03-01,H,31.201537337,-103.34257764,450
4238938807,DB,EBAY UNIT A 1H,REEVES,EBAY UNIT A,08-054249-O,PHANTOM,01PDP,WCA,5643.0,2020-03-01,H,31.151966645,-103.544316636,918
4238938925,DB,PERCHERON 46-45 E 5WB,REEVES,PERCHERON 46-45 E,,HOEFS T-K,05PA,WCB,9457.0,2200-01-01,H,31.364070083,-103.299012325,919
4238938939,DB,ALLEN U 25H,REEVES,ALLEN,,PHANTOM,EXPIRED PERM,WCA,4928.0,2200-01-01,H,31.355094406,-103.591047212,920
4238938941,DB,HIGHLANDER I C 33H,REEVES,HIGHLANDER I,08-054120-O,PHANTOM,EXPIRED PERM,WCC,7475.0,2200-01-01,H,31.283394418,-103.622938928,921
4238939005,DB,STATE ARMSTRONG 9-4 UNIT 10BS,REEVES,STATE ARMSTRONG 9-4 UNIT,,HOEFS T-K,05PA,,8247.0,2200-01-01,H,31.163635406,-103.222488912,922
4238939063,DB,CHARLESTON HOT 7-8-18 1HL,REEVES,CHARLESTON HOT 7-8-18,08-057493-O,HOEFS T-K,01PDP,WCA,7207.0,2022-03-01,H,31.155282274,-103.469355186,923
4238939068,DB,GT UNIT 13B64 64H,REEVES,GT UNIT 13B64,08-057330-O,SANDBAR,01PDP,2ND BS,11096.0,2021-12-01,H,31.231488892,-103.15697794,924
4238939078,DB,REV BX T8-51-3 C 7H,REEVES,REV BX T8-51-3 C,08-056008-O,WOLFBONE,01PDP,3RD BS,10069.0,2021-06-01,H,31.172267968,-103.420071789,925
4238939143,DB,KOMODO DRAGON 28-29 U-2 3HL,REEVES,KOMODO DRAGON 28-29 U-2,,HOEFS T-K,05PA,WCA,8474.0,2200-01-01,H,31.127640779,-103.431081027,926
4238938451,DB,GRAVES STATE 13HR,REEVES,GRAVES STATE,08-040374-O,WOLFBONE,01PDP,WCA,10943.0,2019-12-01,H,31.213692958,-103.460353252,927
4238938452,DB,GRAVES STATE 84NH,REEVES,GRAVES STATE,08-040374-O,WOLFBONE,01PDP,3RD BS,10935.0,2019-11-01,H,31.213692959,-103.460225449,928
4238938520,DB,BLANCO A 224-223E 10H,REEVES,BLANCO A 224-223E,08-053793-O,HOEFS T-K,01PDP,WCB,10088.0,2019-11-01,H,31.00828165,-103.573104092,929
4238938527,DB,STATE ARMSTRONG 9-4 UNIT 4WA,REEVES,STATE ARMSTRONG 9-4 UNIT,08-052567-O,HOEFS T-K,01PDP,WCA,8236.0,2019-11-01,H,31.163615838,-103.22952257,930
4238938535,DB,FLOGGING MOLLY 44 10H,REEVES,FLOGGING MOLLY 44,08-053400-O,WOLFBONE,01PDP,WCA,5292.0,2019-11-01,H,31.186533182,-103.45849864,931
4238938541,DB,TROOPER 158-181 UNIT E 4H,REEVES,TROOPER 158-181 UNIT E,08-054603-O,PHANTOM,01PDP,WCA,10188.0,2020-09-01,H,31.072467469,-103.597766453,932
4238938543,DB,STATE BRUMBY 6-D 4WA,REEVES,STATE BRUMBY 6-D,08-053967-O,HOEFS T-K,01PDP,WCA,8511.0,2021-12-01,H,31.350159933,-103.204350944,933
4238938699,DB,IGUANA UNIT 6C61 61H,REEVES,IGUANA UNIT 6C61,08-053732-O,SANDBAR,01PDP,2ND BS,8427.0,2020-02-01,H,31.267660873,-103.18507643,934
4238936714,DB,WARLANDER 502WA,REEVES,WARLANDER,08-051176-O,HOEFS T-K,01PDP,WCA,10906.0,2018-08-01,H,31.348309901,-103.214087414,935
4238936716,DB,STEPHENS U 25H,REEVES,STEPHENS,,PHANTOM,05PA,,4746.0,2200-01-01,H,31.337475031,-103.563480602,936
4238936719,DB,ANGELINA 302-303E 10H,REEVES,ANGELINA 302-303E,08-052439-O,WOLFBONE,01PDP,WCA,10046.0,2018-10-01,H,31.027557573,-103.516477574,937
4238936801,DB,TELLER 186 12H,REEVES,TELLER 186,,WOLFBONE,05PA,,5055.0,2200-01-01,H,31.081714768,-103.423920004,938
4238936814,DB,TIGER UNIT 21B3 3H,REEVES,TIGER UNIT 21B3,08-051024-O,WOLFBONE,01PDP,WCA,10925.0,2018-11-01,H,31.216801926,-103.218088014,939
4238936815,DB,GIRAFFE UNIT 18D7 7H,REEVES,GIRAFFE UNIT 18D7,08-050810-O,WOLFBONE,01PDP,WCA,8325.0,2018-08-01,H,31.221396495,-103.184614882,940
4238936830,DB,RAGAN SMITH STATE 36-37 UNIT A 7H,REEVES,RAGAN SMITH STATE 36-37 UNIT A,08-051799-O,WOLFBONE,01PDP,WCA,10159.0,2018-12-01,H,31.341250021,-103.444730443,287
4238936838,DB,CAROLINA REAPER STATE 12-1 A 3H,REEVES,CAROLINA REAPER STATE 12-1 A,,HOEFS T-K,05PA,,10922.0,2200-01-01,H,31.155593744,-103.486749829,941
4238936868,DB,KESEY UNIT 10-7 1H,REEVES,KESEY UNIT 10-7,08-049815-O,WOLFBONE,01PDP,WCB,11502.0,2018-08-01,H,31.214975538,-103.640643035,562
4238935351,DB,PARKER 5-43 C9-12 1H,REEVES,PARKER 5-43 C9-12,08-049231-O,PHANTOM,01PDP,WCA,7664.0,2016-12-01,H,31.352232467,-103.615583505,942
4238935379,DB,REEVES STATE T7-50-30 2H,REEVES,REEVES STATE T7-50-30,08-049178-O,WOLFBONE,01PDP,WCA,10425.0,2017-09-01,H,31.243756746,-103.36844299,78
4238935386,DB,CALAMITY JANE 2134H,REEVES,CALAMITY JANE,08-045695-O,WOLFBONE,01PDP,3RD BS,8748.0,2017-12-01,H,31.340394241,-103.331582675,675
4238935474,DB,FELLERS STATE UNIT 5H,REEVES,FELLERS STATE UNIT,08-045199-O,PHANTOM,01PDP,WCA,4928.0,2017-10-01,H,31.272792953,-103.327703972,943
4238935496,DB,MAVERICK 2206H,REEVES,MAVERICK,,PHANTOM,05PA,,4895.0,2200-01-01,H,31.390912812,-103.540156982,531
4238935566,DB,MELLENCAMP 8-14 4501H,REEVES,MELLENCAMP 8-14,08-049153-O,PHANTOM,01PDP,WCB,8401.0,2017-07-01,H,31.319402001,-103.25956702,944
4238936918,DB,TIGER UNIT 21B6 6H,REEVES,TIGER UNIT 21B6,08-051064-O,WOLFBONE,01PDP,WCA,10834.0,2018-11-01,H,31.216795571,-103.213769158,945
4238936943,DB,ADOBE C U 19H,REEVES,ADOBE C,08-051278-O,PHANTOM,01PDP,WCA,10095.0,2018-10-01,H,31.183227803,-103.555133344,946
4238937100,DB,VIPER 14N2 13H,REEVES,VIPER 14N2,08-051866-O,WOLFBONE,01PDP,WCA,11028.0,2019-03-01,H,31.21422468,-103.241973892,947
4238937102,DB,VIPER 14N5 25H,REEVES,VIPER 14N5,08-051869-O,WOLFBONE,01PDP,WCB,10981.0,2019-03-01,H,31.214220609,-103.239187691,948
4238937190,DB,SMARTY JONES 26 6H,REEVES,SMARTY JONES 26,08-291064-G,PHANTOM,01PDP,3RD BS,5968.0,2018-12-01,H,31.355671299,-103.602441239,949
4238937218,DB,LOCK MASTER STATE B 1706H,REEVES,LOCK MASTER STATE B,08-053210-O,WOLFBONE,01PDP,WCA,6503.0,2019-08-01,H,31.371736168,-103.402473625,950
4238937247,DB,IRON EAGLE UNIT A U 42H,REEVES,IRON EAGLE UNIT A,08-050248-O,PHANTOM,01PDP,WCA,9481.0,2018-09-01,H,31.305091653,-103.621569421,951
4238937265,DB,WIDOW JANE 19-20E UNIT 1H,REEVES,WIDOW JANE 19-20E UNIT,08-051660-O,PHANTOM,01PDP,WCA,10241.0,2018-09-01,H,31.336585391,-103.641692662,952
4238937343,DB,HABANERO 197-198 UNIT B 11H,REEVES,HABANERO 197-198 UNIT B,08-051387-O,WOLFBONE,01PDP,WCA,10246.0,2018-11-01,H,31.255737441,-103.545105158,953
4238935626,DB,INDY 12 1H,REEVES,INDY 12,08-049524-O,WOLFBONE,01PDP,WCB,7581.0,2017-10-01,H,31.287505872,-103.270270537,954
4238935644,DB,GRISSOM 31-42-7N 21H,REEVES,GRISSOM 31-42-7N,08-049077-O,WOLFBONE,01PDP,WCB,7594.0,2017-05-01,H,31.084478976,-103.371735275,955
4238935657,DB,TREES RANCH 14 4301H,REEVES,TREES RANCH 14,08-049858-O,PHANTOM,01PDP,WCA,5653.0,2017-10-01,H,31.341975272,-103.062901459,956
4238935735,DB,COUNT FLEET 11 1H,REEVES,COUNT FLEET 11,,PHANTOM,OLD DUC,WCA,7899.0,2200-01-01,H,31.32144493,-103.605717552,957
4238935745,DB,OMAHA 11 1H,REEVES,OMAHA 11,08-290959-G,PHANTOM,01PDP,WCA,7442.0,2017-12-01,H,31.321447384,-103.599448125,958
4238935855,DB,FURY 102CH,REEVES,FURY,,ALPINE HIGH,05PA,,5046.0,2200-01-01,H,30.971164014,-103.613661608,959
4238935860,DB,ROGERS 6 UNIT 4WA,REEVES,ROGERS 6 UNIT,08-056916-O,HOEFS T-K,01PDP,WCA,10419.0,2018-01-01,H,31.344804843,-103.173327658,960
4238935874,DB,THE SPHINX 703H,REEVES,THE SPHINX,08-049497-O,WOLFBONE,01PDP,WCA,11719.0,2017-11-01,H,31.395178819,-103.397614651,961
4238937435,DB,SMARTY JONES 26 3H,REEVES,SMARTY JONES 26,,PHANTOM,EXPIRED PERM,,5950.0,2200-01-01,H,31.356743128,-103.60821526,962
4238937436,DB,SMARTY JONES 26 4H,REEVES,SMARTY JONES 26,,PHANTOM,EXPIRED PERM,,5949.0,2200-01-01,H,31.356727329,-103.608120656,963
4238937560,DB,BILLY THE KID 31-24 UNIT B 13H,REEVES,BILLY THE KID 31-24 UNIT B,08-052206-O,WOLFBONE,01PDP,WCA,8794.0,2019-04-01,H,31.353936981,-103.500609554,964
4238937667,DB,TUMBLER STATE C 1804HR,REEVES,TUMBLER STATE C,08-053102-O,WOLFBONE,01PDP,WCA,8237.0,2019-08-01,H,31.375363906,-103.39603453,965
4238937701,DB,LANCER 1906H,REEVES,LANCER,,WOLFBONE,05PA,,4217.0,2200-01-01,H,31.393271766,-103.397570652,966
4238937713,DB,A CLASSIC DASH 18 2H,REEVES,A CLASSIC DASH 18,,PHANTOM,02PA,WCA,10152.0,2022-06-01,H,31.349087084,-103.657896448,967
4238937716,DB,A CLASSIC DASH 18-15 UNIT 2H,REEVES,A CLASSIC DASH 18-15 UNIT,08-056189-O,PHANTOM,01PDP,WCB,9418.0,2021-06-01,H,31.349085512,-103.654533124,968
4238937728,DB,BALMORHEA STATE 33-50 UNIT 9H,REEVES,BALMORHEA STATE 33-50 UNIT,,WOLFBONE,OLD DUC,3RD BS,8452.0,2200-01-01,H,31.359744203,-103.518052122,969
4238937781,DB,PINK FLOYD A UNIT 12H,REEVES,PINK FLOYD A UNIT,08-052398-O,WOLFBONE,01PDP,WCA,10811.0,2019-05-01,H,31.215330656,-103.467266708,970
4238937849,DB,WALER STATE UNIT 4 3WA,REEVES,WALER STATE UNIT 4,08-056980-O,HOEFS T-K,01PDP,WCA,10401.0,2019-09-01,H,31.354556864,-103.222407167,971
4238937853,DB,SMARTY JONES 26 9H,REEVES,SMARTY JONES 26,,PHANTOM,05PA,,5988.0,2200-01-01,H,31.356380848,-103.606708701,972
4238935946,DB,ADOBE B 4H,REEVES,ADOBE B,08-050111-O,PHANTOM,01PDP,WCA,10149.0,2018-02-01,H,31.184091619,-103.560522208,86
4238936015,DB,E STORM STATE 33 1H,REEVES,E STORM STATE 33,08-290430-G,PHANTOM,01PDP,WCA,7340.0,2017-09-01,H,31.303632652,-103.716978425,973
4238936020,DB,ROADRUNNER 6H,REEVES,ROADRUNNER,,PHANTOM,05PA,,10147.0,2200-01-01,H,31.186349363,-103.478334438,974
4238936073,DB,CHEVRON MINERALS 13 13H,REEVES,CHEVRON MINERALS 13,08-042175-O,WOLFBONE,01PDP,WCA,4855.0,2017-09-01,H,31.272024786,-103.382848246,975
4238936091,DB,REV GF STATE T7-50-43 1H,REEVES,REV GF STATE T7-50-43,08-049677-O,PHANTOM,01PDP,WCA,10262.0,2018-07-01,H,31.186622751,-103.368928395,895
4238936092,DB,REV GF STATE T7-50-43 3H,REEVES,REV GF STATE T7-50-43,08-049677-O,PHANTOM,01PDP,WCA,10270.0,2018-07-01,H,31.186622652,-103.368770391,895
4238935262,DB,MONROE 28-39 UNIT D 10H,REEVES,MONROE 28-39 UNIT D,,WOLFBONE,05PA,,10990.0,2200-01-01,H,31.341314401,-103.471639497,976
4238935263,DB,VETO 1301H,REEVES,VETO,08-048412-O,WOLFBONE,01PDP,WCA,6932.0,2016-10-01,H,31.30404608,-103.40822665,977
4238935296,DB,TYCOON D 751H,REEVES,TYCOON D,08-046257-O,WOLFBONE,01PDP,3RD BS,8441.0,2017-12-01,H,31.385885955,-103.369292011,978
4238935367,DB,TYCOON E 1052H,REEVES,TYCOON E,08-047012-O,WOLFBONE,01PDP,3RD BS,10901.0,2017-12-01,H,31.38604515,-103.369682223,979
4238935417,DB,CHARGER STATE 1H,REEVES,CHARGER STATE,08-049552-O,PHANTOM,01PDP,WCA,4853.0,2017-03-01,H,31.220356221,-103.516590809,980
4238935443,DB,TRIGGER 39-40 UNIT D 12H,REEVES,TRIGGER 39-40 UNIT D,08-049509-O,WOLFBONE,01PDP,WCXY,8450.0,2017-09-01,H,31.338342205,-103.540546865,981
4238935450,DB,ALLEN 39 11H,REEVES,ALLEN 39,08-048792-O,WOLFBONE,01PDP,WCA,5076.0,2017-05-01,H,31.214393656,-103.422864227,982
4238935612,DB,GARDNER DOC 2H,REEVES,GARDNER DOC,08-048664-O,PHANTOM,01PDP,WCA,4842.0,2017-05-01,H,31.27419737,-103.573074321,983
4238935658,DB,STEPHENS 2H,REEVES,STEPHENS,08-045194-O,PHANTOM,01PDP,WCA,4768.0,2017-05-01,H,31.348422179,-103.552119437,984
4238935713,DB,BRASS MONKEY STATE UNIT 851H,REEVES,BRASS MONKEY STATE UNIT,08-292743-G,PHANTOM,01PDP,3RD BS,10598.0,2018-01-01,H,31.389223012,-103.385055879,985
4238935831,DB,BILLY THE KID 31-24 UNIT A 31H,REEVES,BILLY THE KID 31-24 UNIT A,08-049555-O,WOLFBONE,01PDP,3RD BS,10804.0,2018-09-01,H,31.357678787,-103.513592749,986
4238935838,DB,BIRD SAM 6-3 1H,REEVES,BIRD SAM 6-3,08-291058-G,PHANTOM,01PDP,WCA,9992.0,2017-09-01,H,31.399899393,-103.427529964,987
4238934509,DB,BIG GEORGE 180 1H,REEVES,BIG GEORGE 180,08-048222-O,WOLFBONE,01PDP,WCA,8333.0,2016-08-01,H,31.059860121,-103.348068096,988
4238934510,DB,BIG GEORGE 180 3H,REEVES,BIG GEORGE 180,08-048222-O,WOLFBONE,02PDNP,3RD BS,7912.0,2016-06-01,H,31.060841313,-103.332281557,989
4238934524,DB,COLLIE `B` 1H,REEVES,COLLIE `B`,,WOLFBONE,05PA,,8562.0,2200-01-01,H,31.422923636,-103.457747525,990
4238934640,DB,WEAVER STATE 4H,REEVES,WEAVER STATE,08-042639-O,WOLFBONE,01PDP,WCA,4870.0,2015-08-01,H,31.370480246,-103.439958027,991
4238934659,DB,PONY DEAL UNIT A 12 4H,REEVES,PONY DEAL UNIT A 12,,WOLFBONE,05PA,,4992.0,2200-01-01,H,31.320914451,-103.391292378,523
4238934696,DB,MCCOY REMME RANCH STATE 99-102 5H,REEVES,MCCOY REMME RANCH STATE 99-102,,HOEFS T-K,05PA,,5077.0,2200-01-01,H,31.015042826,-103.363849434,992
4238934724,DB,REMME 15-2 UNIT 102H,REEVES,REMME 15-2 UNIT,08-047592-O,WOLFBONE,03PA,,4969.0,2200-01-01,H,30.948034596,-103.4161441,993
4238934736,DB,BIG CHIEF 7603H,REEVES,BIG CHIEF,,HOEFS T-K,05PA,,10395.0,2200-01-01,H,31.067654306,-103.41089206,994
4238934765,DB,EAGLE STATE 28 16H,REEVES,EAGLE STATE 28,08-041417-O,WOLFBONE,01PDP,WCA,4636.0,2015-06-01,H,31.370472256,-103.412976735,995
4238934806,DB,IRON MIKE 40 NORTHEAST 1H,REEVES,IRON MIKE 40 NORTHEAST,08-047506-O,WOLFBONE,01PDP,WCA,7690.0,2016-01-01,H,31.096991512,-103.33028098,996
4238934874,DB,ELAND STATE `14` 16H,REEVES,ELAND STATE `14`,08-042726-O,WOLFBONE,02PDNP,WCA,5436.0,2015-11-01,H,31.257467313,-103.294893348,997
4238934915,DB,LENOX 2 11H,REEVES,LENOX 2,08-043519-O,WOLFBONE,02PDNP,WCA,4807.0,2015-10-01,H,31.320026431,-103.378834142,998
4238934948,DB,BUZZARD STATE `21` UNIT 13H,REEVES,BUZZARD STATE `21` UNIT,08-045131-O,WOLFBONE,01PDP,WCA,8232.0,2015-12-01,H,31.347539469,-103.422254812,999
4238934949,DB,BUZZARD STATE `21` UNIT 14H,REEVES,BUZZARD STATE `21` UNIT,08-045131-O,WOLFBONE,01PDP,WCA,8213.0,2015-12-01,H,31.34751727,-103.422127008,1000
4238934994,DB,REEVES TXL FEE T7-50-9 4H,REEVES,REEVES TXL FEE T7-50-9,08-045209-O,WOLFBONE,01PDP,WCA,5768.0,2016-10-01,H,31.288998212,-103.334549474,492
4238934999,DB,LENOX 2 13H,REEVES,LENOX 2,08-043519-O,WOLFBONE,01PDP,WCA,5034.0,2016-02-01,H,31.318659798,-103.371664551,1001
4238935080,DB,KING FISHER WEST 23 1H,REEVES,KING FISHER WEST 23,,WOLFBONE,05PA,,4072.0,2200-01-01,H,31.325320146,-103.434453549,846
4238935137,DB,GAZELLE 23 14H,REEVES,GAZELLE 23,,WOLFBONE,05PA,,5391.0,2200-01-01,H,31.259411646,-103.298037912,1002
4238936056,DB,TYCOON G UNIT 1253H,REEVES,TYCOON G UNIT,,WOLFBONE,05PA,,10581.0,2200-01-01,H,31.390941487,-103.354622153,1003
4238936061,DB,ROSE DUNN 14-13 UNIT A 5HL,REEVES,ROSE DUNN 14-13 UNIT A,08-050798-O,WOLFBONE,01PDP,WCA,8086.0,2018-05-01,H,31.285020164,-103.602596521,1004
4238936078,DB,COLLIER 25-36 UNIT A 1H,REEVES,COLLIER 25-36 UNIT A,08-050997-O,HOEFS T-K,01PDP,WCA,10790.0,2018-06-01,H,31.126860181,-103.489903973,1005
4238936109,DB,AGATE 179 SOUTHWEST 22H,REEVES,AGATE 179 SOUTHWEST,,WOLFBONE,05PA,,8422.0,2200-01-01,H,31.062354953,-103.356721117,1006
4238936118,DB,MANHATTAN 183-178-5S 24H,REEVES,MANHATTAN 183-178-5S,,WOLFBONE,05PA,,7651.0,2200-01-01,H,31.082170749,-103.373757545,1007
4238936135,DB,WAHA 3801NH,REEVES,WAHA,08-047501-O,SANDBAR,01PDP,3RD BS,10932.0,2018-02-01,H,31.289402068,-103.235810285,1008
4238936275,DB,LYDA 33 11H,REEVES,LYDA 33,08-042967-O,WOLFBONE,01PDP,WCA,5639.0,2017-11-01,H,31.230297958,-103.439480404,1009
4238936276,DB,REEDBUCK 25 1HN,REEVES,REEDBUCK 25,,WOLFBONE,03PA,,5271.0,2200-01-01,H,31.186952421,-103.261797611,1010
4238936397,DB,IGUANA UNIT 6D5 5H,REEVES,IGUANA UNIT 6D5,08-050745-O,SANDBAR,01PDP,2ND BS,8362.0,2018-01-01,H,31.264862461,-103.184053717,1011
